,bbox,text,conf,time_s,current_frame
100,"[[105, 47], [155, 47], [155, 63], [105, 63]]",Jumper,0.9997466324427678,6.133333333333334,184
101,"[[245, 47], [293, 47], [293, 61], [245, 61]]",Nitaro,0.7207742624219251,6.133333333333334,184
102,"[[102, 46], [153, 46], [153, 64], [102, 64]]",Jumper,0.9994457458075652,6.5,195
103,"[[243, 49], [293, 49], [293, 61], [243, 61]]",cosmos,0.9175079629802221,6.5,195
104,"[[102, 46], [153, 46], [153, 64], [102, 64]]",Jumper,0.9994706176680784,6.533333333333333,196
105,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosmos,0.9623071238620939,6.533333333333333,196
106,"[[102, 46], [153, 46], [153, 64], [102, 64]]",Jumper,0.9994647769305534,6.566666666666666,197
107,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosmos,0.961869718075039,6.566666666666666,197
108,"[[102, 46], [153, 46], [153, 64], [102, 64]]",Jumper,0.999347619850156,6.6,198
109,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosmos,0.9569878144244791,6.6,198
110,"[[102, 46], [153, 46], [153, 64], [102, 64]]",Jumper,0.9427654449995068,6.633333333333334,199
111,"[[243, 47], [293, 47], [293, 61], [243, 61]]",cosmos,0.8293491541313635,6.633333333333334,199
112,"[[119, 45], [173, 45], [173, 61], [119, 61]]",U1ZuAL,0.13589875988922703,7.2,216
113,"[[193, 43], [215, 43], [215, 63], [193, 63]]",97,0.2590283482477127,7.2,216
114,"[[263, 47], [285, 47], [285, 61], [263, 61]]",nta,0.17598420031531545,7.2,216
115,"[[171.1470357815517, 132.21755028251707], [312.9828590999145, 122.09619688115018], [314.85296421844834, 189.78244971748293], [172.01714090008554, 200.90380311884982]]",#2h,0.15866889279759003,7.2,216
116,"[[61, 47], [111, 47], [111, 61], [61, 61]]",Jumper,0.9787980955827835,7.233333333333333,217
117,"[[119, 47], [143, 47], [143, 61], [119, 61]]",nia,0.9975251010281194,7.233333333333333,217
118,"[[241, 45], [293, 45], [293, 61], [241, 61]]",VIZUAL,0.6935711488597905,7.233333333333333,217
119,"[[121, 77], [173, 77], [173, 91], [121, 91]]",VIZUAL,0.9519670038208582,7.233333333333333,217
120,"[[261, 79], [285, 79], [285, 91], [261, 91]]",nia,0.8891836762725528,7.233333333333333,217
121,"[[61, 47], [111, 47], [111, 63], [61, 63]]",Jumper,0.9995205556607445,7.266666666666667,218
122,"[[119, 47], [141, 47], [141, 61], [119, 61]]",nia,0.9840257955692149,7.266666666666667,218
123,"[[241, 45], [293, 45], [293, 61], [241, 61]]",VIZUAL,0.5325940993007235,7.266666666666667,218
124,"[[119, 77], [173, 77], [173, 91], [119, 91]]",VIZUAL,0.7727131029355215,7.266666666666667,218
125,"[[261, 79], [285, 79], [285, 91], [261, 91]]",nia,0.8925754786133051,7.266666666666667,218
126,"[[60, 46], [111, 46], [111, 64], [60, 64]]",Jumper,0.8628888112227454,7.3,219
127,"[[241, 45], [293, 45], [293, 61], [241, 61]]",VIZUAL,0.3817791526016982,7.3,219
128,"[[60, 46], [111, 46], [111, 64], [60, 64]]",Jumper,0.9997441989540851,7.333333333333333,220
129,"[[121, 47], [143, 47], [143, 61], [121, 61]]",nia,0.9874246596588182,7.333333333333333,220
130,"[[241, 45], [293, 45], [293, 61], [241, 61]]",VIZUAL,0.40426492954907073,7.333333333333333,220
131,"[[61, 47], [111, 47], [111, 61], [61, 61]]",Jumper,0.998642470523778,7.366666666666666,221
132,"[[119, 47], [141, 47], [141, 61], [119, 61]]",nia,0.9963671045728059,7.366666666666666,221
133,"[[241, 45], [293, 45], [293, 61], [241, 61]]",V1ZUAL,0.27268798635672636,7.366666666666666,221
134,"[[221, 107], [314, 107], [314, 125], [221, 125]]",dol INV 10080,0.14064980429971424,8.766666666666667,263
135,"[[128, 45], [187, 45], [187, 63], [128, 63]]",cLouding,0.9447651711101571,8.833333333333334,265
136,"[[253, 47], [293, 47], [293, 61], [253, 61]]",Zewvie,0.12868391016441288,8.833333333333334,265
